Title,URL
The Big Ponder: Encounters — Goethe-Institut,https://www.goethe.de/prj/tbp/en/eps/enc.html
The Big Ponder: Firsts — Goethe-Institut,https://www.goethe.de/prj/tbp/en/eps/fir.html
Wednesday 3 p.m.: Miezi — KCRW Berlin,https://web.archive.org/web/20201130112124/https://kcrwberlin.com/2019/10/wednesday-3-p-m-miezi-by-susannah-edelbaum/
Wednesday 3 p.m.: The Dirndl — KCRW Berlin,https://web.archive.org/web/20201130112213/https://kcrwberlin.com/2019/07/wednesday-3-p-m-dirndl-by-susannah-edelbaum-and-fridge-by-monika-muller-kroll/
Life in Berlin: Countering Assumptions About Turkey's Referendum — NPR Berlin,https://web.archive.org/web/20170427215052/http://www.nprberlin.de/post/life-berlin-countering-assumptions-about-turkey-s-referendum#stream/0
Artist Ryan Mendoza Brings Rosa Parks' Former Home to His Berlin Backyard — NPR Berlin,https://web.archive.org/web/20170324203219/http://www.nprberlin.de/post/life-berlin-berlin-based-artist-ryan-mendoza-opens-rosa-parks-former-home-his-backyard#stream/0
Life in Berlin: The Berlinale Talents Program Turns 15 — NPR Berlin,https://web.archive.org/web/20170220225657/http://www.nprberlin.de/post/life-berlin-berlinale-2017-talents-program-turns-15#stream/0
